ARO_accession	ARO_gene_family	ARO_length	ARO_name	ARO_taxonomy_id	ARO_taxonomy_name
3002579	AAC(6')	678	AAC(6')-Ib8	550	Enterobacter cloacae
3003665	NmcA beta-lactamase	888	NmcR	550	Enterobacter cloacae
3000862	16S rRNA methyltransferase (G1405)	825	sgm	1879	Micromonospora zionensis
3000024	ATP-binding cassette (ABC) antibiotic efflux pump	1695	patA	170187	Streptococcus pneumoniae TIGR4
3002613	ANT(3'')	798	aadA13	287	Pseudomonas aeruginosa
3001062	SHV beta-lactamase	861	SHV-3	573	Klebsiella pneumoniae
3003150	CARB beta-lactamase	852	CARB-20	670	Vibrio parahaemolyticus
3000025	ATP-binding cassette (ABC) antibiotic efflux pump	1767	patB	170187	Streptococcus pneumoniae TIGR4
3002644	APH(3')	795	APH(3')-IIa	562	Escherichia coli
3000876	TEM beta-lactamase	861	TEM-4	573	Klebsiella pneumoniae
3002578	AAC(6')	786	AAC(6')-Ib7	593905	Salmonella enterica subsp. enterica serovar Corvallis
3002489	class C LRA beta-lactamase	1128	LRA-10	506513	uncultured bacterium BLR10
3002486	subclass B3 LRA beta-lactamase	909	LRA-7	506523	uncultured bacterium BLR7
3002831	ABC-F ATP-binding cassette ribosomal protection protein	1569	vgaC	1280	Staphylococcus aureus
3003037	resistance-nodulation-cell division (RND) antibiotic efflux pump	1536	opcM	292	Burkholderia cepacia
3002047	CMY beta-lactamase	1146	CMY-36	573	Klebsiella pneumoniae
3001853	ACT beta-lactamase	1146	ACT-33	550	Enterobacter cloacae
3003589	NmcA beta-lactamase	879	NmcA	550	Enterobacter cloacae
3004611	ampC-type beta-lactamase	1305	Escherichia coli ampC1 beta-lactamase	316401	Escherichia coli ETEC H10407
3003183	NDM beta-lactamase	813	NDM-14	28090	Acinetobacter lwoffii
3000856	BJP beta-lactamase	885	BJP-1	224911	Bradyrhizobium diazoefficiens USDA 110
3001742	OXA beta-lactamase	837	OXA-287	1144672	Acinetobacter sp. CIP 56.2
3003386	sulfonamide resistant dihydropteroate synthase folP	849	Escherichia coli folP with mutation conferring resistance to sulfonamides	511145	Escherichia coli str. K-12 substr. MG1655
3000463	gimA family macrolide glycosyltransferase	1254	gimA	1889	Streptomyces ambofaciens
3000822	major facilitator superfamily (MFS) antibiotic efflux pump	1200	pmrA	171101	Streptococcus pneumoniae R6
3000478	major facilitator superfamily (MFS) antibiotic efflux pump	1224	tet(33)	1718	Corynebacterium glutamicum
3000481	ATP-binding cassette (ABC) antibiotic efflux pump	1110	tet(35)	669	Vibrio harveyi
3003578	pmr phosphoethanolamine transferase	969	PmrF	511145	Escherichia coli str. K-12 substr. MG1655
3003390	General Bacterial Porin with reduced permeability to beta-lactams	1089	Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics	511145	Escherichia coli str. K-12 substr. MG1655
3002672	chloramphenicol acetyltransferase (CAT)	663	Bacillus pumilus cat86	1408	Bacillus pumilus
3000817	major facilitator superfamily (MFS) antibiotic efflux pump	633	mtrR	521006	Neisseria gonorrhoeae NCCP11945
3003285	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	3552	Staphylococcus aureus rpoB mutants conferring resistance to rifampicin	282458	Staphylococcus aureus subsp. aureus MRSA252
3003303	aminocoumarin resistant gyrB	2415	Escherichia coli gyrB conferring resistance to aminocoumarin	316407	Escherichia coli str. K-12 substr. W3110
3003326	ethambutol resistant embB	3297	Mycobacterium tuberculosis embB mutant conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003315	fluoroquinolone resistant parE	1998	Staphylococcus aureus parE conferring resistance to fluoroquinolones	282458	Staphylococcus aureus subsp. aureus MRSA252
3003448	Ethambutol resistant iniA	1923	Mycobacterium tuberculosis iniA mutant conferring resistance to Ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003323	daptomycin resistant pgsA	579	Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	196620	Staphylococcus aureus subsp. aureus MW2
3003470	antibiotic resistant gidB	675	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	83332	Mycobacterium tuberculosis H37Rv
3003451	Ethambutol resistant iniC	1482	Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003380	resistance-nodulation-cell division (RND) antibiotic efflux pump	582	Klebsiella pneumoniae ramR mutants	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578
3003305	fluoroquinolone resistant gyrB	1953	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolones	2130	Ureaplasma urealyticum
3003288	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	4029	Escherichia coli rpoB mutants conferring resistance to rifampicin	386585	Escherichia coli O157:H7 str. Sakai
3003078	daptomycin resistant liaR	633	Enterococcus faecium liaR mutant conferring daptomycin resistance	333849	Enterococcus faecium DO
3003291	daptomycin-resistant beta prime subunit of RNA polymerase (rpoC)	3624	Staphylococcus aureus rpoC conferring resistance to daptomycin	282458	Staphylococcus aureus subsp. aureus MRSA252
3003465	rifamycin-resistant arabinosyltransferase	3297	Mycobacterium tuberculosis embB with mutation conferring resistance to rifampicin	83331	Mycobacterium tuberculosis CDC1551
3003394	pyrazinamide resistant pncA	561	Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide	83332	Mycobacterium tuberculosis H37Rv
3003297	fluoroquinolone resistant gyrA	2787	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	774	Bartonella bacilliformis
3003319	daptomycin resistant mprF	2511	Staphylococcus aureus mprF with mutation conferring resistance to daptomycin	1280	Staphylococcus aureus
3003287	daptomycin resistant beta-subunit of RNA polymerase (rpoB)	3552	Staphylococcus aureus rpoB mutants conferring resistance to daptomycin	282458	Staphylococcus aureus subsp. aureus MRSA252
3003079	daptomycin resistant liaS	1068	Enterococcus faecium liaS mutant conferring daptomycin resistance	333849	Enterococcus faecium DO
3003296	fluoroquinolone resistant gyrA	2664	Staphylococcus aureus gyrA conferring resistance to fluoroquinolones	1279	Staphylococcus
3003092	daptomycin resistant cls	1452	Enterococcus faecium cls conferring resistance to daptomycin	1352	Enterococcus faecium
3003392	isoniazid resistant katG	2223	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	83332	Mycobacterium tuberculosis H37Rv
3003395	antibiotic-resistant rpsL	375	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	83331	Mycobacterium tuberculosis CDC1551
3003461	antibiotic resistant ndh	1392	Mycobacterium tuberculosis ndh with mutation conferring resistance to isoniazid	83332	Mycobacterium tuberculosis H37Rv
3003283	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	3519	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	83332	Mycobacterium tuberculosis H37Rv
3003074	daptomycin resistant cls	1485	Staphylococcus aureus cls conferring resistance to daptomycin	93061	Staphylococcus aureus subsp. aureus NCTC 8325
3003585	ATP-binding cassette (ABC) antibiotic efflux pump	672	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	573	Klebsiella pneumoniae
3003455	ethambutol resistant embR	1167	Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003453	ethambutol resistant embA	3285	Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003302	aminocoumarin resistant gyrB	2430	Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	360095	Bartonella bacilliformis KC583
3000464	General Bacterial Porin with reduced permeability to beta-lactams	1047	Neisseria gonorrhoeae porin PIB (por)	485	Neisseria gonorrhoeae
3003327	ethambutol resistant embC	3285	Mycobacterium tuberculosis embC mutant conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3003393	isoniazid resistant inhA	810	Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid	83332	Mycobacterium tuberculosis H37Rv
3003304	fluoroquinolone resistant gyrB	2037	Mycobacterium leprae gyrB conferring resistance to fluoroquinolones	272631	Mycobacterium leprae TN
3003301	aminocoumarin resistant gyrB	1932	Staphylococcus aureus gyrB conferring resistance to aminocoumarin	282458	Staphylococcus aureus subsp. aureus MRSA252
3003445	Antibiotic resistant tlyA	807	Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	83331	Mycobacterium tuberculosis CDC1551
3003295	fluoroquinolone resistant gyrA	2517	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	83332	Mycobacterium tuberculosis H37Rv
3003463	antibiotic resistant kasA	1251	Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	83332	Mycobacterium tuberculosis H37Rv
3003223	16s rRNA with mutation conferring resistance to peptide antibiotics	1541	Escherichia coli 16S rRNA mutation conferring resistance to edeine	83333	Escherichia coli K-12
3003481	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1536	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to amikacin	83332	Mycobacterium tuberculosis H37Rv
3003402	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to neomycin	83333	Escherichia coli K-12
3003397	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to G418	83333	Escherichia coli K-12
3003512	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1543	Salmonella enterica 16S rRNA (rrsD) mutation conferring resistance to spectinomycin	59202	Salmonella enterica subsp. salamae
3003495	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1551	Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin	485	Neisseria gonorrhoeae
3003459	fluoroquinolone resistant gyrB	2145	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolones	419947	Mycobacterium tuberculosis H37Ra
3003368	elfamycin resistant EF-Tu	1185	Escherichia coli EF-Tu mutants conferring resistance to kirromycin	562	Escherichia coli
3003369	elfamycin resistant EF-Tu	1230	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	199310	Escherichia coli CFT073
3003515	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1440	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A	1763	Mycobacterium
3003357	elfamycin resistant EF-Tu	1194	Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin	1496	Clostridioides difficile
3003544	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1529	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin	246196	Mycolicibacterium smegmatis MC2 155
3003294	fluoroquinolone resistant gyrA	2628	Escherichia coli gyrA conferring resistance to fluoroquinolones	511145	Escherichia coli str. K-12 substr. MG1655
3003381	ATP-binding cassette (ABC) antibiotic efflux pump	465	Escherichia coli soxR with mutation conferring antibiotic resistance	511145	Escherichia coli str. K-12 substr. MG1655
3003316	fluoroquinolone resistant parE	1893	Escherichia coli parE conferring resistance to fluoroquinolones	316407	Escherichia coli str. K-12 substr. W3110
3003312	fluoroquinolone resistant parC	2403	Staphylococcus aureus parC conferring resistance to fluoroquinolones	1279	Staphylococcus
3003511	ATP-binding cassette (ABC) antibiotic efflux pump	324	Escherichia coli soxS with mutation conferring antibiotic resistance	511145	Escherichia coli str. K-12 substr. MG1655
3003373	resistance-nodulation-cell division (RND) antibiotic efflux pump	651	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578
3003306	fluoroquinolone resistant gyrB	2415	Morganella morganii gyrB conferring resistance to fluoroquinolones	1124991	Morganella morganii subsp. morganii KT
3003389	dapsone resistant dihydropteroate synthase folP	855	Mycobacterium leprae folP with mutation conferring resistance to dapsone	272631	Mycobacterium leprae TN
3003458	ethionamide resistant ethA	1470	Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide	83331	Mycobacterium tuberculosis CDC1551
3003298	fluoroquinolone resistant gyrA	3750	Mycobacterium leprae gyrA conferring resistance to fluoroquinolones	272631	Mycobacterium leprae TN
3003307	fluoroquinolone resistant gyrB	2415	Salmonella serovars gyrB conferring resistance to fluoroquinolones	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
3003317	fluoroquinolone resistant parE	1893	Salmonella serovars parE conferring resistance to fluoroquinolones	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
3003383	ATP-binding cassette (ABC) antibiotic efflux pump	324	Salmonella serovars soxS with mutation conferring antibiotic resistance	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
3003077	daptomycin resistant liaF	732	Enterococcus faecalis liaF mutant conferring daptomycin resistance	226185	Enterococcus faecalis V583
3003314	aminocoumarin resistant parE	1992	Staphylococcus aureus parE conferring resistance to aminocoumarin	561307	Staphylococcus aureus subsp. aureus RN4220
3003387	sulfonamide resistant dihydropteroate synthase folP	801	Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	186103	Streptococcus pyogenes MGAS8232
3003378	resistance-nodulation-cell division (RND) antibiotic efflux pump	435	Escherichia coli marR mutant conferring antibiotic resistance	511145	Escherichia coli str. K-12 substr. MG1655
3003385	General Bacterial Porin with reduced permeability to beta-lactams	1128	Klebsiella aerogenes Omp36	548	Klebsiella aerogenes
3003377	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to spectinomycin	83333	Escherichia coli K-12
3003403	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to paromomycin	83333	Escherichia coli K-12
3003408	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tobramycin	83333	Escherichia coli K-12
3003493	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1550	Pasteurella multocida 16S rRNA mutation conferring resistance to spectinomycin	1075089	Pasteurella multocida 36950
3003370	elfamycin resistant EF-Tu	1185	Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa	511145	Escherichia coli str. K-12 substr. MG1655
3003376	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to spectinomycin	83333	Escherichia coli K-12
3003480	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1537	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to streptomycin	83332	Mycobacterium tuberculosis H37Rv
3004601	lincosamide nucleotidyltransferase (LNU)	501	LnuP	1502	Clostridium perfringens
3003324	defensin resistant mprF	2571	Bacillus subtilis mprF	224308	Bacillus subtilis subsp. subtilis str. 168
3003411	16S rRNA with mutation conferring resistance to tetracycline derivatives	1541	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline	83333	Escherichia coli K-12
3003379	resistance-nodulation-cell division (RND) antibiotic efflux pump	582	Salmonella enterica ramR mutants	454166	Salmonella enterica subsp. enterica serovar Agona str. SL483
3003437	16s rRNA with mutation conferring resistance to peptide antibiotics	1536	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin	83332	Mycobacterium tuberculosis H37Rv
3003399	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to kanamycin A	83333	Escherichia coli K-12
3003405	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to streptomycin	83333	Escherichia coli K-12
3003406	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to streptomycin	83333	Escherichia coli K-12
3003497	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1544	Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin	122586	Neisseria meningitidis MC58
3003396	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to gentamicin C	83333	Escherichia coli K-12
3002917	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanN	-	-
3000236	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanA	-	-
3002918	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanO	-	-
3000259	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanE	-	-
3000260	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanL	-	-
3000255	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanF	-	-
3000253	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanD	-	-
3000238	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanB	-	-
3000246	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanC	-	-
3000256	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanM	-	-
3000257	glycopeptide resistance gene cluster	-	glycopeptide resistance gene cluster VanG	-	-
3002598	AAC(6')	1392	ANT(3'')-Ii-AAC(6')-IId fusion protein	615	Serratia marcescens
3002501	PDC beta-lactamase	1194	PDC-4	287	Pseudomonas aeruginosa
3003679	resistance-nodulation-cell division (RND) antibiotic efflux pump	1152	TriA	208964	Pseudomonas aeruginosa PAO1
3003680	resistance-nodulation-cell division (RND) antibiotic efflux pump	1071	TriB	208964	Pseudomonas aeruginosa PAO1
3003681	resistance-nodulation-cell division (RND) antibiotic efflux pump	3048	TriC	208964	Pseudomonas aeruginosa PAO1
3003682	resistance-nodulation-cell division (RND) antibiotic efflux pump	1449	OpmH	208964	Pseudomonas aeruginosa PAO1
3003684	fluoroquinolone resistant gyrA	2772	Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones	208964	Pseudomonas aeruginosa PAO1
3003698	resistance-nodulation-cell division (RND) antibiotic efflux pump	1158	mexP	287	Pseudomonas aeruginosa
3003699	resistance-nodulation-cell division (RND) antibiotic efflux pump	3162	mexQ	287	Pseudomonas aeruginosa
3003308	fluoroquinolone resistant parC	2259	Escherichia coli parC conferring resistance to fluoroquinolones	511145	Escherichia coli str. K-12 substr. MG1655
3003310	fluoroquinolone resistant parC	2802	Mycoplasma hominis parC conferring resistance to fluoroquinolones	2098	Mycoplasma hominis
3003382	ATP-binding cassette (ABC) antibiotic efflux pump	459	Salmonella enterica soxR with mutation conferring antibiotic resistance	220341	Salmonella enterica subsp. enterica serovar Typhi str. CT18
3003485	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1507	Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin	331636	Chlamydia psittaci 6BC
3003333	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1541	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	83333	Escherichia coli K-12
3003504	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1477	Borreliella burgdorferi 16S rRNA mutation conferring resistance to gentamicin	139	Borreliella burgdorferi
3003436	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1536	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin	83332	Mycobacterium tuberculosis H37Rv
3003410	16S rRNA with mutation conferring resistance to tetracycline derivatives	1541	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline	83333	Escherichia coli K-12
3003503	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1477	Borreliella burgdorferi 16S rRNA mutation conferring resistance to kanamycin	139	Borreliella burgdorferi
3003502	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1477	Borreliella burgdorferi 16S rRNA mutation conferring resistance to spectinomycin	139	Borreliella burgdorferi
3003540	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1454	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to hygromycin B	1772	Mycolicibacterium smegmatis
3003539	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1529	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B	246196	Mycolicibacterium smegmatis MC2 155
3003518	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1440	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin	1763	Mycobacterium
3003240	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1503	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin	36809	Mycobacteroides abscessus
3003543	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1529	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A	246196	Mycolicibacterium smegmatis MC2 155
3003516	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1440	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin	1763	Mycobacterium
3003541	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1527	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to streptomycin	246196	Mycolicibacterium smegmatis MC2 155
3003239	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1503	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin	36809	Mycobacteroides abscessus
3003545	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1527	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to neomycin	246196	Mycolicibacterium smegmatis MC2 155
3003238	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1503	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin	36809	Mycobacteroides abscessus
3003499	16S rRNA with mutation conferring resistance to tetracycline derivatives	1486	Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline	1747	Cutibacterium acnes
3003542	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1527	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to kanamycin A	246196	Mycolicibacterium smegmatis MC2 155
3003514	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1440	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin	1763	Mycobacterium
3003517	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1440	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C	1763	Mycobacterium
3003546	16s rRNA with mutation conferring resistance to peptide antibiotics	1529	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin	246196	Mycolicibacterium smegmatis MC2 155
3003236	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1503	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin	36809	Mycobacteroides abscessus
3003237	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	1503	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin	36809	Mycobacteroides abscessus
3003685	fluoroquinolone resistant parE	1890	Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones	208964	Pseudomonas aeruginosa PAO1
3003687	APH(3')	780	APH(3')-VI	287	Pseudomonas aeruginosa
3003689	MCR phosphoethanolamine transferase	1626	MCR-1.1	562	Escherichia coli
3003692	resistance-nodulation-cell division (RND) antibiotic efflux pump	1104	MexJ	208964	Pseudomonas aeruginosa PAO1
3003693	resistance-nodulation-cell division (RND) antibiotic efflux pump	3078	MexK	208964	Pseudomonas aeruginosa PAO1
3003030	resistance-nodulation-cell division (RND) antibiotic efflux pump	1131	MexV	208964	Pseudomonas aeruginosa PAO1
3003031	resistance-nodulation-cell division (RND) antibiotic efflux pump	3057	MexW	208964	Pseudomonas aeruginosa PAO1
3003700	resistance-nodulation-cell division (RND) antibiotic efflux pump	1476	opmE	287	Pseudomonas aeruginosa
3003704	resistance-nodulation-cell division (RND) antibiotic efflux pump	1158	mexM	287	Pseudomonas aeruginosa
3003705	resistance-nodulation-cell division (RND) antibiotic efflux pump	3111	mexN	287	Pseudomonas aeruginosa
3003710	resistance-nodulation-cell division (RND) antibiotic efflux pump	639	MexL	208964	Pseudomonas aeruginosa PAO1
3003712	VEB beta-lactamase	900	VEB-1b	287	Pseudomonas aeruginosa
3003677	AAC(6')	555	AAC(6')-Iaj	287	Pseudomonas aeruginosa
3003713	VCC beta-lactamase	855	VCC-1	666	Vibrio cholerae
3003670	subclass B3 PEDO beta-lactamase	861	PEDO-1	1620222	Pedobacter sp. SI-33
3003714	subclass B3 PEDO beta-lactamase	858	PEDO-2	1620221	Pedobacter sp. ALS-14
3003715	subclass B1 PEDO beta-lactamase	714	PEDO-3	1620223	Pedobacter sp. Stok-3
3003716	CPS beta-lactamase	873	CPS-1	1620218	Chryseobacterium sp. Stok-1
3003717	ESP beta-lactamase	873	ESP-1	1620219	Chryseobacterium sp. Stok-2
3003718	MSI beta-lactamase	1026	MSI-1	1620220	Massilia sp. SB1-3
3003719	MSI-OXA family beta-lactamase	819	MSI-OXA	1620220	Massilia sp. SB1-3
3003720	SPG beta-lactamase	858	SPG-1	1620224	Sphingomonas sp. ALS-13
3004612	ampC-type beta-lactamase	1158	Escherichia coli ampH beta-lactamase	536056	Escherichia coli DH1
3001743	OXA beta-lactamase	843	OXA-288	1217700	Acinetobacter sp. CIP 70.18
3002934	vanS	702	vanSD	1352	Enterococcus faecium
3002914	vanJ membrane protein	993	vanJ	100226	Streptomyces coelicolor A3(2)
3003724	vanW	1122	vanWI	138119	Desulfitobacterium hafniense Y51
3003731	Target protecting FusB-type protein conferring resistance to Fusidic acid	642	fusD	29385	Staphylococcus saprophyticus
3003573	Acinetobacter mutant Lpx gene conferring resistance to colistin	789	LpxA	470	Acinetobacter baumannii
3003574	Acinetobacter mutant Lpx gene conferring resistance to colistin	903	LpxC	470	Acinetobacter baumannii
3003361	elfamycin resistant EF-Tu	1194	Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A	35762	Planobispora rosea
3003742	macrolide phosphotransferase (MPH)	885	mphG	85581	Photobacterium damselae subsp. damselae
3003702	fluoroquinolone resistant parC	2265	Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones	287	Pseudomonas aeruginosa
3003686	Outer Membrane Porin (Opr)	1332	Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem	208964	Pseudomonas aeruginosa PAO1
3003723	glycopeptide resistance gene cluster	1047	vanI	49338	Desulfitobacterium hafniense
3003727	glycopeptide resistance gene cluster	1128	vanKI	138119	Desulfitobacterium hafniense Y51
3003728	glycopeptide resistance gene cluster	699	vanRI	138119	Desulfitobacterium hafniense Y51
3003725	vanX	609	vanXI	272564	Desulfitobacterium hafniense DCB-2
3003709	resistance-nodulation-cell division (RND) antibiotic efflux pump	633	MexZ	208964	Pseudomonas aeruginosa PAO1
3001534	OXA beta-lactamase	825	OXA-346	470	Acinetobacter baumannii
3003595	OXA beta-lactamase	786	OXA-439	562	Escherichia coli
3003634	OXA beta-lactamase	810	OXA-477	52584	Brachyspira pilosicoli
3003744	streptogramin vat acetyltransferase	666	vatF	630	Yersinia enterocolitica
3003762	lincosamide nucleotidyltransferase (LNU)	522	lnuE	32630	synthetic construct
3003745	major facilitator superfamily (MFS) antibiotic efflux pump	1224	mefC	85581	Photobacterium damselae subsp. damselae
3003748	ATP-binding cassette (ABC) antibiotic efflux pump	978	oleC	1890	Streptomyces antibioticus
3003749	ABC-F ATP-binding cassette ribosomal protection protein	1626	salA	147467	Staphylococcus sciuri subsp. sciuri
3001301	non-erm 23S ribosomal RNA methyltransferase (G748)	849	RlmA(II)	1313	Streptococcus pneumoniae
3003655	ACT beta-lactamase	1146	ACT-38	546	Citrobacter freundii
3004622	quinolone resistance protein (qnr)	657	QnrS10	573	Klebsiella pneumoniae
3003688	phenotypic variant regulator	1200	PvrR	287	Pseudomonas aeruginosa
